texto,rotulo_masculino,rotulo_feminino
word39 word109 word429 word64 word175 word279 word32 word433 word209 word379 word19 word106 word482 word206 word247 word323 word167 word89 word316 word11 word49 word399 word384 word467 word61 word171 word143 word207 word486 word463 word201 word5 word211 word472 word29,positiva,positiva
word365 word32 word425 word455 word445 word63 word445 word364 word108 word14 word23 word111 word321 word160 word41 word282 word304 word457 word144 word415 word450 word288 word394 word153 word82 word365 word226 word477 word429 word152 word259 word318 word79 word195,negativa,neutra
word321 word274 word44 word332 word313 word363 word156 word488 word380 word199 word407 word469 word162 word395 word470 word234 word163 word116 word93 word42 word284 word379 word210 word206 word466 word220 word280 word136 word106 word118 word237 word309 word456 word388 word475 word100 word261 word481 word305 word354 word286 word328 word103,negativa,negativa
word353 word15 word441 word5 word404 word230 word357 word337 word114 word4 word184 word213 word247 word34 word296 word453 word196 word406 word127 word142 word452 word136 word128 word323,negativa,neutra
word394 word95 word493 word148 word400 word462 word259 word30 word18 word187 word454 word212 word35 word147 word282 word35 word76 word72 word249 word57 word357 word305 word10 word213 word497 word361 word237 word234 word413 word223 word104 word327 word98 word226 word222 word324 word489 word478 word473 word334 word280 word43 word351 word382 word423 word348 word153 word339 word452 word290 word224 word473 word119 word214 word53 word220 word439 word243 word53 word402 word117 word391,negativa,neutra
word238 word33 word285 word37 word103 word211 word430 word280 word142 word239 word229 word133 word125 word53 word88 word98 word370 word95 word414 word188 word376 word256 word73 word475 word412 word362 word282 word18 word164 word392 word146 word468 word314 word253 word160 word349 word49 word176 word466 word327 word65 word476 word289 word50 word4 word119 word340 word373 word500 word164 word223 word358 word156 word387 word262 word173 word23 word391 word376 word61 word356 word321 word134 word24 word293 word45 word179 word356 word472 word358 word429 word63 word29 word357 word365 word96 word409 word266 word291 word55 word153 word219,neutra,neutra
word453 word122 word169 word489 word354 word391 word346 word385 word308 word98 word282 word377 word480 word447 word268 word326 word340 word19 word464 word132 word96 word210 word5 word377,positiva,neutra
word359 word474 word473 word53 word400 word177 word472 word133 word362 word487 word77 word350 word60 word455 word367 word465 word311 word91 word419 word453 word298 word325 word280 word199 word455 word118 word183 word398 word55 word271 word5 word101 word388 word286 word468 word53 word218 word329 word286 word492 word240 word214 word104 word361 word364 word222 word340 word348 word189 word327 word324 word476,positiva,positiva
word472 word16 word140 word66 word446 word147 word158 word400 word472 word397 word69 word23 word190 word248 word486 word415 word309 word376 word145 word384 word305 word177 word195 word410 word13 word364 word166 word150 word341 word413 word45 word174 word167 word197 word206 word82 word68 word97 word167 word404 word77 word484 word237 word196 word291 word136 word308 word296 word377 word369 word367 word36 word390 word248 word254 word214 word252 word70 word234 word484 word329 word16 word487 word174 word187 word294 word225 word274 word12 word310 word219 word431 word1 word399 word111,positiva,positiva
word341 word227 word325 word244 word264 word450 word251 word408 word170 word54 word400 word132 word315 word94 word46 word350 word99 word234 word269 word37 word438 word433 word497 word75 word58 word19 word402 word188 word401 word139 word143 word456 word108 word221 word145 word346 word376 word5 word445 word388 word56 word255 word472 word459 word222 word360 word48 word304 word163 word236 word248 word365 word417 word100 word21 word102 word5 word448 word197 word149 word345 word330 word378 word211 word160 word146 word58 word354 word240 word79 word152 word5 word383 word181 word352 word201 word439,positiva,negativa
word76 word116 word69 word354 word234 word1 word167 word352 word218 word273 word368 word251 word347 word344 word419 word174 word170 word246 word423 word90 word49 word446 word294 word407 word150 word132 word433 word59 word457 word324 word199 word215 word386 word49 word472 word232 word247 word382 word479 word239 word415 word367 word168 word48 word51 word299 word98 word439 word216 word177 word380 word474 word80 word185 word367 word461 word399 word27 word452 word464 word448 word478 word492 word414 word420 word195 word214 word369 word342 word114 word242 word124 word305 word76 word311 word469 word312 word196 word351 word44 word415 word186 word343 word246 word437 word84 word207 word151 word156 word16 word165 word405 word463 word145 word498 word37 word333 word403 word414,negativa,negativa
word418 word278 word340 word363 word23 word432 word14 word94 word343 word367 word52 word339 word423 word41 word164 word6 word407 word138 word99 word341 word224 word316 word30 word225 word326 word261,negativa,neutra
word498 word442 word130 word127 word292 word114 word199 word13 word271 word89 word215 word444 word278 word447 word474 word481 word203 word74 word25 word101 word176 word427 word117 word166 word41 word429 word344 word424 word366 word120 word97 word145 word216 word229 word313 word130 word352 word377 word318 word472 word137 word324 word337 word273 word117 word306 word368 word94 word168 word442 word203 word341 word149 word402 word183 word413 word152 word74 word365 word401 word274 word42 word496 word212 word101 word45 word82 word17 word73 word14 word433 word157 word223 word132 word338 word404 word376 word376,negativa,negativa
word354 word418 word453 word192 word44 word157 word446 word476 word16 word78 word52 word2 word232 word61 word132 word382 word52 word297 word180 word31 word410 word155 word121 word51 word482 word95 word176 word11 word392 word12 word355 word45 word290 word205 word219 word328 word431 word256 word248 word21 word41 word459 word278 word277 word412 word195 word71 word270 word335 word73 word308 word427 word199 word76 word275 word283 word146 word13 word363 word129 word230 word85 word162 word397 word365 word371 word489 word51 word215 word1 word471 word377 word412 word123 word288 word200 word183 word410 word398 word216 word240 word349 word68 word319 word82 word142 word411 word41 word239 word3 word94,positiva,positiva
word142 word158 word167 word185 word389 word12 word419 word169 word319 word426 word381 word449 word494 word449 word106 word254 word427 word444 word404 word98 word119 word226 word447 word375 word152 word476 word203 word456 word163 word297 word122 word16 word378 word336 word106 word262 word20 word440 word244 word244 word459 word392 word212 word224 word353 word262 word220,positiva,neutra
word170 word13 word157 word449 word174 word162 word447 word132 word28 word83 word385 word420 word363 word269 word251 word370 word106 word261 word353 word14 word80 word376 word160 word178 word155 word35 word259 word260 word135 word461 word489 word131 word81 word367 word59 word74 word239 word129 word412 word315 word374 word437 word138 word455 word103 word387 word391 word9 word232 word99 word218 word453 word397 word237 word222 word168 word370 word62 word318 word487,positiva,positiva
word439 word106 word181 word184 word226 word265 word278 word397 word89 word176 word18 word371 word460 word424 word401 word399 word106 word271 word463 word319 word167 word13 word337 word32 word393 word40 word148 word218 word219 word469 word82 word333 word208 word201 word447 word332 word428 word38 word211 word444 word327 word249 word227 word48 word18 word400 word439 word295 word196 word187 word345 word224 word318 word488 word397 word365 word337 word497 word229 word390 word467 word77 word188 word346 word270 word95 word310 word132 word39 word72 word281 word333 word160 word187 word486 word191,negativa,negativa
word273 word68 word44 word493 word61 word123 word349 word196 word330 word409 word479 word323 word111 word258 word89 word433 word198 word282 word200 word99 word27 word89 word146 word182 word257 word189 word240 word359 word387 word196 word297 word165 word307 word271 word8 word38 word114 word339 word56 word431 word474 word359 word138 word102 word334 word177 word169 word339,negativa,negativa
word453 word158 word65 word325 word270 word75 word418 word440 word29 word466 word335 word238 word153 word94 word237 word322 word115 word296 word219 word246 word497 word399 word32 word20 word53 word206 word219 word195 word305 word195 word461 word345 word82 word1 word167 word317 word183 word453 word386 word350 word273 word157 word373 word362 word388 word201 word192 word341 word299 word76 word140 word306 word196 word61 word476 word457 word360 word307 word480 word333 word354 word83 word334 word5 word219 word412 word254 word474 word394 word88 word209 word180 word208 word273 word65 word380 word21 word438 word367 word177 word363 word22 word325 word448 word36 word250 word149 word440 word73 word91 word176 word126 word204 word402 word246 word99,positiva,positiva
word93 word86 word336 word425 word499 word364 word435 word118 word233 word199 word206 word413 word339 word147 word450 word425 word429 word271 word387 word139 word181 word430 word30 word57 word232 word146 word435 word384 word48 word194 word224 word136 word22 word6 word204 word239 word185 word360 word292 word335 word220 word116 word313 word49 word173 word82 word322 word333 word45 word335 word20 word448 word221 word123 word234 word221 word323 word339 word3 word182 word206 word320 word40 word59 word439 word62 word132 word60 word372 word331 word122 word479 word107 word96 word347 word414 word235 word386 word62 word256 word49 word393 word348 word159,negativa,negativa
